timestamp,gyro_unfiltered.x,gyro_unfiltered.y,gyro_unfiltered.z,gyro_filtered.x,gyro_filtered.y,gyro_filtered.z
84538,0.26345252990722656,0.1634359359741211,-0.34368038177490234,0.2258359044790268,0.06937059015035629,0.18207427859306335
84539,0.32448768615722656,0.2244710922241211,-0.28264522552490234,0.200455904006958,0.06290563195943832,0.06062261387705803
84540,0.20241737365722656,0.1634359359741211,-0.28264522552490234,0.20241399109363556,0.08390799909830093,-0.06526671350002289
84541,0.08034706115722656,-0.0807046890258789,-0.038504600524902344,0.2033776491880417,0.1004653051495552,-0.15603025257587433
84542,0.08034706115722656,0.041365623474121094,0.022530555725097656,0.1867804378271103,0.09207157045602798,-0.18742917478084564
84543,-0.04172325134277344,0.2244710922241211,0.14460086822509766,0.15334655344486237,0.08140247315168381,-0.16131262481212616
84544,0.14138221740722656,0.3465414047241211,0.20563602447509766,0.11498597264289856,0.0997396782040596,-0.09483449906110764
84545,0.08034706115722656,0.2244710922241211,0.5718469619750977,0.0897279679775238,0.1430371254682541,0.007383557036519051
84546,0.14138221740722656,0.1024007797241211,0.38874149322509766,0.0812060609459877,0.17935813963413239,0.13647355139255524
84547,-0.28586387634277344,0.1024007797241211,-0.038504600524902344,0.06559372693300247,0.18865184485912323,0.23524926602840424
84548,-0.34689903259277344,-0.019669532775878906,-0.5878210067749023,0.009955872781574726,0.1716756373643875,0.22768200933933258
84549,-0.28586387634277344,0.041365623474121094,-0.28264522552490234,-0.07762562483549118,0.1364651471376419,0.112897127866745
84550,-0.04172325134277344,0.1634359359741211,-0.038504600524902344,-0.15067793428897858,0.1044154167175293,-0.01935947872698307
84551,0.14138221740722656,0.2244710922241211,0.26667118072509766,-0.16931653022766113,0.09672820568084717,-0.08512203395366669
84552,0.20241737365722656,0.1024007797241211,0.26667118072509766,-0.12678217887878418,0.10807260125875473,-0.06662774831056595
84553,0.20241737365722656,-0.019669532775878906,0.14460086822509766,-0.04793265461921692,0.11260532587766647,-0.0016606352292001247
84554,-0.04172325134277344,-0.1417398452758789,-0.09953975677490234,0.025780247524380684,0.09042628109455109,0.05164888873696327
84555,-0.04172325134277344,0.041365623474121094,-0.09953975677490234,0.06083957850933075,0.05075569450855255,0.06123139709234238
84556,-0.04172325134277344,-0.0807046890258789,0.14460086822509766,0.059156548231840134,0.015434186905622482,0.04754018411040306
84557,0.08034706115722656,-0.1417398452758789,0.26667118072509766,0.04534507915377617,-0.016861937940120697,0.053085699677467346
84558,0.14138221740722656,-0.3248453140258789,0.26667118072509766,0.04219558835029602,-0.0614202655851841,0.08959406614303589
84559,0.20241737365722656,-0.019669532775878906,0.20563602447509766,0.058949265629053116,-0.10941839218139648,0.13740922510623932
84560,0.08034706115722656,0.2244710922241211,0.14460086822509766,0.085215725004673,-0.11927901953458786,0.17351500689983368
84561,0.08034706115722656,0.4075765609741211,-0.038504600524902344,0.10286682099103928,-0.06351301819086075,0.18030551075935364
84562,0.20241737365722656,0.041365623474121094,-0.038504600524902344,0.11302367597818375,0.025501279160380363,0.1517157405614853
84563,0.20241737365722656,-0.2638101577758789,0.08356571197509766,0.12888319790363312,0.07502266764640808,0.10818542540073395
84564,0.019311904907226562,-0.0807046890258789,0.14460086822509766,0.14180517196655273,0.059379301965236664,0.07941803336143494
84565,-0.46896934509277344,-0.019669532775878906,-0.16057491302490234,0.11147871613502502,0.020205073058605194,0.06040392443537712
84566,-0.6520748138427734,0.1634359359741211,-0.40471553802490234,0.003533633193001151,-0.0007879170007072389,0.013091604225337505
84567,-0.5910396575927734,-0.019669532775878906,-0.46575069427490234,-0.1592700481414795,0.0022972736041992903,-0.07882697880268097
84568,-0.34689903259277344,-0.0807046890258789,-0.22161006927490234,-0.31056517362594604,0.005392458755522966,-0.18135331571102142
84569,-0.22482872009277344,-0.019669532775878906,0.022530555725097656,-0.3973098695278168,-0.003341234987601638,-0.2392054945230484
84570,-0.16379356384277344,0.1024007797241211,-0.038504600524902344,-0.41096022725105286,-0.007833926007151604,-0.23343880474567413
84571,0.08034706115722656,0.1634359359741211,-0.038504600524902344,-0.3636176884174347,0.007482155691832304,-0.19181638956069946
84572,0.32448768615722656,0.1024007797241211,-0.09953975677490234,-0.2584105134010315,0.03816118836402893,-0.14587144553661346
84573,0.5075931549072266,-0.019669532775878906,0.022530555725097656,-0.10192342102527618,0.06228780746459961,-0.10627873241901398
84574,0.08034706115722656,-0.0807046890258789,0.14460086822509766,0.059354621917009354,0.06184588000178337,-0.06303774565458298
84575,-0.16379356384277344,-0.1417398452758789,0.26667118072509766,0.15099379420280457,0.03532407805323601,-0.003456323640421033
84576,-0.34689903259277344,0.1634359359741211,0.20563602447509766,0.1407918930053711,0.006501191761344671,0.06724544614553452
84577,-0.34689903259277344,0.2855062484741211,0.20563602447509766,0.05422921106219292,0.012837490066885948,0.13036994636058807
84578,-0.16379356384277344,0.2244710922241211,0.26667118072509766,-0.05391547456383705,0.05782158300280571,0.17811962962150574
84579,0.14138221740722656,-0.019669532775878906,0.14460086822509766,-0.12174654006958008,0.10224969685077667,0.20949670672416687
84580,0.5686283111572266,0.1024007797241211,-0.16057491302490234,-0.10092096030712128,0.11849655210971832,0.20450632274150848
84581,0.44655799865722656,-0.019669532775878906,-0.34368038177490234,0.00753042520955205,0.11225420981645584,0.14031590521335602
84582,0.26345252990722656,-0.019669532775878906,-0.09953975677490234,0.13906502723693848,0.09047195315361023,0.03914541378617287
84583,-0.10275840759277344,-0.019669532775878906,0.14460086822509766,0.218261256814003,0.05943507328629494,-0.03620265796780586
84584,-0.16379356384277344,-0.1417398452758789,0.08356571197509766,0.2120523899793625,0.023942478001117706,-0.05397489666938782
84585,-0.28586387634277344,-0.2638101577758789,0.022530555725097656,0.13682933151721954,-0.024086112156510353,-0.03733551502227783
84586,-0.16379356384277344,-0.2027750015258789,-0.22161006927490234,0.03309796378016472,-0.08349578827619553,-0.02655213139951229
84587,-0.04172325134277344,-0.1417398452758789,-0.28264522552490234,-0.054250236600637436,-0.1347244679927826,-0.048795249313116074
84588,-0.04172325134277344,-0.2638101577758789,-0.22161006927490234,-0.10052891075611115,-0.16966088116168976,-0.09725505113601685
84589,-0.10275840759277344,-0.2638101577758789,0.08356571197509766,-0.1152537539601326,-0.19858482480049133,-0.13277243077754974
84590,-0.22482872009277344,-0.1417398452758789,0.022530555725097656,-0.12300555408000946,-0.2192145138978958,-0.12721401453018188
84591,0.019311904907226562,-0.2027750015258789,-0.09953975677490234,-0.12871316075325012,-0.22351126372814178,-0.09966403990983963
84592,0.20241737365722656,-0.3248453140258789,-0.28264522552490234,-0.10702124983072281,-0.2246137410402298,-0.08890736103057861
84593,0.38552284240722656,-0.3248453140258789,-0.22161006927490234,-0.03925306349992752,-0.23802010715007782,-0.10810436308383942
84594,0.32448768615722656,-0.2027750015258789,0.022530555725097656,0.061196230351924896,-0.25500380992889404,-0.13004359602928162
84595,0.08034706115722656,-0.1417398452758789,0.38874149322509766,0.15073588490486145,-0.2565346658229828,-0.10704818367958069
84596,0.019311904907226562,-0.1417398452758789,0.32770633697509766,0.19023092091083527,-0.23892046511173248,-0.02396169863641262
84597,0.019311904907226562,-0.1417398452758789,0.20563602447509766,0.18093153834342957,-0.21232514083385468,0.07897791266441345
84598,0.38552284240722656,-0.019669532775878906,0.14460086822509766,0.16342875361442566,-0.1805890053510666,0.15579241514205933
84599,0.38552284240722656,-0.019669532775878906,0.20563602447509766,0.17890912294387817,-0.14091810584068298,0.19713692367076874
84600,0.14138221740722656,-0.0807046890258789,0.32770633697509766,0.21338576078414917,-0.10184948891401291,0.22185465693473816
84601,-0.04172325134277344,-0.1417398452758789,0.20563602447509766,0.21987088024616241,-0.07873328775167465,0.2422810196876526
84602,-0.10275840759277344,0.1024007797241211,0.14460086822509766,0.1804204136133194,-0.0649125725030899,0.248380646109581
84603,0.019311904907226562,0.2244710922241211,-0.09953975677490234,0.1172110065817833,-0.03287284076213837,0.22378334403038025
84604,0.08034706115722656,0.3465414047241211,-0.09953975677490234,0.06524314731359482,0.030371658504009247,0.16328686475753784
84605,0.019311904907226562,-0.019669532775878906,-0.09953975677490234,0.03684047982096672,0.0972927063703537,0.0850352868437767
84606,-0.10275840759277344,-0.019669532775878906,-0.09953975677490234,0.016821546480059624,0.12551656365394592,0.012491091154515743
84607,-0.22482872009277344,-0.019669532775878906,-0.038504600524902344,-0.01508976798504591,0.11260662227869034,-0.04104411229491234
84608,-0.16379356384277344,0.1634359359741211,0.14460086822509766,-0.06103970482945442,0.09029579162597656,-0.06127345189452171
84609,-0.04172325134277344,0.3465414047241211,0.32770633697509766,-0.09978368133306503,0.09281941503286362,-0.03323306888341904
84610,-0.04172325134277344,0.3465414047241211,0.5108118057250977,-0.11375603824853897,0.13243219256401062,0.04716068133711815
84611,-0.10275840759277344,0.1634359359741211,0.32770633697509766,-0.11015146970748901,0.18297624588012695,0.1553615927696228
84612,-0.04172325134277344,-0.1417398452758789,-0.038504600524902344,-0.10138316452503204,0.19859740138053894,0.23193146288394928
84613,0.20241737365722656,-0.1417398452758789,-0.5267858505249023,-0.07761494070291519,0.1575569212436676,0.21405531466007233
84614,0.26345252990722656,0.041365623474121094,-0.46575069427490234,-0.022698840126395226,0.09059129655361176,0.09389923512935638
84615,0.08034706115722656,0.1024007797241211,-0.40471553802490234,0.04584963992238045,0.04294199496507645,-0.06846564263105392
84616,-0.10275840759277344,0.041365623474121094,-0.09953975677490234,0.08592833578586578,0.024847932159900665,-0.19910329580307007
84617,-0.10275840759277344,-0.0807046890258789,-0.16057491302490234,0.079268679022789,0.016181351616978645,-0.2618742883205414
84618,-0.04172325134277344,-0.0807046890258789,0.022530555725097656,0.04522009193897247,-0.00032776579610072076,-0.2627907395362854
84619,0.08034706115722656,-0.1417398452758789,-0.09953975677490234,0.015246828086674213,-0.026094544678926468,-0.22467024624347687
84620,0.08034706115722656,-0.2027750015258789,0.14460086822509766,0.006887054070830345,-0.06010667234659195,-0.16593819856643677
84621,0.019311904907226562,-0.1417398452758789,0.14460086822509766,0.013515325263142586,-0.09752912819385529,-0.09101279824972153
84622,-0.04172325134277344,-0.0807046890258789,0.38874149322509766,0.01784481666982174,-0.12409203499555588,0.0005762084620073438
84623,-0.10275840759277344,0.041365623474121094,0.26667118072509766,0.008982185274362564,-0.12633417546749115,0.1003538966178894
84624,-0.28586387634277344,-0.0807046890258789,0.32770633697509766,-0.021627072244882584,-0.10775437206029892,0.18856285512447357
84625,-0.34689903259277344,0.041365623474121094,-0.038504600524902344,-0.07980864495038986,-0.08236254751682281,0.23791122436523438
84626,-0.34689903259277344,-0.019669532775878906,0.08356571197509766,-0.15489284694194794,-0.055490314960479736,0.2337004393339157
84627,-0.10275840759277344,0.2244710922241211,0.14460086822509766,-0.2159879058599472,-0.02158600278198719,0.20110993087291718
84628,0.32448768615722656,0.1634359359741211,0.44977664947509766,-0.21669429540634155,0.026414478197693825,0.1859167218208313
84629,0.38552284240722656,0.4686117172241211,0.022530555725097656,-0.1340728998184204,0.09219986945390701,0.19334591925144196
84630,0.32448768615722656,0.4075765609741211,-0.34368038177490234,-0.0031904419884085655,0.1771181970834732,0.16829529404640198
84631,0.019311904907226562,0.3465414047241211,-0.46575069427490234,0.11038203537464142,0.2614079415798187,0.07276429235935211
84632,0.14138221740722656,0.1634359359741211,-0.038504600524902344,0.16914308071136475,0.312940776348114,-0.048248738050460815
84633,0.20241737365722656,0.1024007797241211,0.022530555725097656,0.19010421633720398,0.31632888317108154,-0.12286034971475601
84634,0.26345252990722656,-0.019669532775878906,-0.09953975677490234,0.20268523693084717,0.2757039964199066,-0.14117366075515747
84635,0.20241737365722656,-0.0807046890258789,0.022530555725097656,0.21445468068122864,0.20403540134429932,-0.13123513758182526
84636,0.20241737365722656,-0.0807046890258789,-0.038504600524902344,0.22083748877048492,0.11906129121780396,-0.10642029345035553
