timestamp,gyro_unfiltered_x,gyro_unfiltered_y,gyro_unfiltered_z,gyro_filtered_x,gyro_filtered_y,gyro_filtered_z
11052363,0.07450580596923828,-0.5259513854980469,-0.18322467803955078,-0.02822532318532467,-0.31453990936279297,0.009114935994148254
11052364,-0.10859966278076172,-0.09870529174804688,-0.3663301467895508,-0.010909397155046463,-0.41274458169937134,0.004731651395559311
11052365,-0.23066997528076172,0.14543533325195312,-0.24425983428955078,-0.01760406605899334,-0.41154104471206665,-0.05181679502129555
11052366,-0.23066997528076172,0.08440017700195312,0.24402141571044922,-0.05458172783255577,-0.3222501873970032,-0.09824502468109131
11052367,-0.23066997528076172,0.08440017700195312,0.4271268844604492,-0.10526087880134583,-0.20048215985298157,-0.07199984043836594
11052368,-0.10859966278076172,0.14543533325195312,0.24402141571044922,-0.14769558608531952,-0.08521095663309097,0.016116365790367126
11052369,0.07450580596923828,0.14543533325195312,0.18298625946044922,-0.15853558480739594,0.011225688271224499,0.10713900625705719
11052370,0.2576112747192383,-0.09870529174804688,0.18298625946044922,-0.12086435407400131,0.07215709239244461,0.16871660947799683
11052371,0.19657611846923828,-0.3428459167480469,0.12195110321044922,-0.04376078024506569,0.0705951526761055,0.19881872832775116
11052372,0.3186464309692383,-0.5259513854980469,0.24402141571044922,0.04695538431406021,-0.0036485015880316496,0.20788612961769104
11052373,0.4407167434692383,-0.2818107604980469,0.24402141571044922,0.14170509576797485,-0.11683191359043121,0.21338225901126862
11052374,0.4407167434692383,0.023365020751953125,0.24402141571044922,0.23784862458705902,-0.2001243233680725,0.22173906862735748
11052375,-0.04756450653076172,0.3895759582519531,-0.18322467803955078,0.30004259943962097,-0.19703304767608643,0.21025115251541138
11052376,-0.23066997528076172,0.14543533325195312,-0.4884004592895508,0.28056570887565613,-0.1154240220785141,0.1376255750656128
11052377,-0.16963481903076172,-0.037670135498046875,-0.3663301467895508,0.1879124939441681,-0.024336395785212517,0.006098221521824598
11052378,0.2576112747192383,-0.2818107604980469,-0.12218952178955078,0.09326127916574478,0.015185510739684105,-0.12168038636445999
11052379,0.2576112747192383,-0.2818107604980469,0.06091594696044922,0.05732807517051697,-0.008918383158743382,-0.18743309378623962
11052380,0.19657611846923828,-0.15974044799804688,-0.00011920928955078125,0.07379773259162903,-0.06549771875143051,-0.1852065771818161
11052381,0.013470649719238281,-0.15974044799804688,-0.00011920928955078125,0.09892234206199646,-0.11634581536054611,-0.147142231464386
11052382,0.013470649719238281,-0.09870529174804688,0.18298625946044922,0.10395775735378265,-0.14654536545276642,-0.09284500032663345
11052383,-0.10859966278076172,-0.037670135498046875,0.4881620407104492,0.08410558104515076,-0.15257008373737335,-0.009611251763999462
11052384,-0.04756450653076172,0.023365020751953125,0.4271268844604492,0.047229666262865067,-0.13433095812797546,0.10628288239240646
11052385,-0.10859966278076172,-0.22077560424804688,0.24402141571044922,0.005970210302621126,-0.11033985763788223,0.21685418486595154
11052386,0.013470649719238281,-0.4649162292480469,-0.06115436553955078,-0.027015969157218933,-0.11891914159059525,0.2706162631511688
11052387,-0.04756450653076172,-0.4038810729980469,-0.12218952178955078,-0.04421507939696312,-0.17290611565113068,0.24709905683994293
11052388,-0.10859966278076172,-0.037670135498046875,-0.18322467803955078,-0.05329187959432602,-0.2280004471540451,0.16738924384117126
11052389,-0.16963481903076172,0.20647048950195312,-0.06115436553955078,-0.06796175241470337,-0.2256067395210266,0.07193615287542343
11052390,-0.10859966278076172,0.08440017700195312,0.06091594696044922,-0.08830671012401581,-0.1615934669971466,0.0004323418834246695
11052391,0.07450580596923828,0.023365020751953125,0.06091594696044922,-0.09642589092254639,-0.08190277218818665,-0.029204556718468666
11052392,0.07450580596923828,0.14543533325195312,-0.06115436553955078,-0.07732445001602173,-0.014838172122836113,-0.03278198465704918
11052393,0.07450580596923828,0.20647048950195312,-0.18322467803955078,-0.03991330787539482,0.044904183596372604,-0.03977688401937485
11052394,0.13554096221923828,0.2675056457519531,-0.12218952178955078,0.00241504842415452,0.1040995866060257,-0.06124010309576988
11052395,0.07450580596923828,0.14543533325195312,-0.06115436553955078,0.042166683822870255,0.15491849184036255,-0.08304281532764435
11052396,-0.04756450653076172,0.08440017700195312,0.3050565719604492,0.06486881524324417,0.18097761273384094,-0.07564833015203476
11052397,0.07450580596923828,0.08440017700195312,0.3660917282104492,0.0665496438741684,0.17878831923007965,-0.015839532017707825
11052398,0.07450580596923828,0.023365020751953125,0.12195110321044922,0.06321310997009277,0.15747876465320587,0.06997357308864594
11052399,0.07450580596923828,0.023365020751953125,-0.12218952178955078,0.06365597248077393,0.12506650388240814,0.12176878750324249
11052400,-0.2917051315307617,-0.09870529174804688,-0.24425983428955078,0.04898190125823021,0.08472774177789688,0.10785668343305588
11052401,-0.2917051315307617,-0.22077560424804688,-0.00011920928955078125,-0.004207042511552572,0.031040269881486893,0.05293343961238861
11052402,-0.04756450653076172,-0.2818107604980469,0.24402141571044922,-0.07215459644794464,-0.039015110582113266,0.016131862998008728
11052403,0.19657611846923828,-0.2818107604980469,0.18298625946044922,-0.1010344997048378,-0.11545595526695251,0.02600591629743576
11052404,0.2576112747192383,-0.2818107604980469,-0.12218952178955078,-0.0687677264213562,-0.18374750018119812,0.04856660217046738
11052405,0.2576112747192383,-0.3428459167480469,-0.18322467803955078,0.004511618986725807,-0.2382451593875885,0.039415713399648666
11052406,0.07450580596923828,-0.3428459167480469,-0.06115436553955078,0.07880809158086777,-0.281533807516098,0.0022789735812693834
11052407,-0.10859966278076172,-0.15974044799804688,0.06091594696044922,0.11455411463975906,-0.3056904673576355,-0.02769050933420658
11052408,-0.2917051315307617,0.08440017700195312,0.24402141571044922,0.09095651656389236,-0.2878236174583435,-0.023263901472091675
11052409,-0.23066997528076172,0.3285408020019531,0.12195110321044922,0.020002085715532303,-0.21035106480121613,0.014156266115605831
11052410,-0.04756450653076172,0.2675056457519531,0.18298625946044922,-0.05551866814494133,-0.08688721060752869,0.060898035764694214
11052411,0.13554096221923828,-0.037670135498046875,-0.00011920928955078125,-0.09119295328855515,0.027966300025582314,0.09515216946601868
11052412,0.07450580596923828,-0.15974044799804688,0.3050565719604492,-0.07816207408905029,0.08078794181346893,0.11694392561912537
11052413,-0.04756450653076172,-0.15974044799804688,0.24402141571044922,-0.046397615224123,0.06801356375217438,0.14547932147979736
11052414,0.013470649719238281,-0.037670135498046875,0.06091594696044922,-0.022543806582689285,0.02533547766506672,0.17206576466560364
11052415,0.19657611846923828,0.08440017700195312,-0.24425983428955078,0.001464760396629572,-0.007280374877154827,0.15899981558322906
11052416,0.19657611846923828,0.08440017700195312,-0.12218952178955078,0.04082883894443512,-0.012035015970468521,0.0978710949420929
